TEXT,LABEL
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
muscle wasting patches in throat high fever,aids
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
back pain neck pain dizziness loss of balance,cervical-spondylosis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
chills vomiting fatigue high fever headache nausea constipation abdominal pain toxic look typhos belly pain,typhoid
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
itching skin rash fatigue lethargy high fever headache mild fever swelled lymph nodes malaise red spots over body,chicken-pox
muscle weakness swelling joints movement stiffness painful walking,arthritis
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
headache chest pain dizziness loss of balance lack of concentration,hypertension-
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
itching vomiting yellowish skin nausea abdominal pain yellowing of eyes,chronic-cholestasis
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
itching vomiting yellowish skin nausea loss of appetite abdominal pain,chronic-cholestasis
vomiting indigestion loss of appetite passage of gases internal itching,peptic-ulcer-diseae
itching stomach pain burning micturition spotting urination,drug-reaction
vomiting breathlessness sweating chest pain,heart-attack
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
chills fatigue high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
skin rash nodal skin eruptions dischromic patches,fungal-infection
vomiting breathlessness sweating chest pain,heart-attack
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
chills vomiting weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
skin rash nodal skin eruptions dischromic patches,fungal-infection
acidity ulcers on tongue vomiting cough chest pain,gerd
skin rash chills joint pain vomiting high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
itching skin rash fatigue lethargy high fever loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
skin rash blister red sore around nose yellow crust ooze,impetigo
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
skin rash pus filled pimples blackheads scurring,acne
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite yellowing of eyes,hepatitis-d
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
muscle wasting patches in throat high fever extra marital contacts,aids
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
vomiting headache nausea spinning movements loss of balance,vertigo-paroymsal--positional-vertigo
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
continuous sneezing chills fatigue cough headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
skin rash high fever blister yellow crust ooze,impetigo
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
itching skin rash fatigue lethargy high fever loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching fatigue lethargy yellowish skin loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
continuous sneezing shivering chills watering from eyes,allergy
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
vomiting breathlessness sweating chest pain,heart-attack
muscle wasting patches in throat high fever extra marital contacts,aids
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
skin rash joint pain silver like dusting small dents in nails inflammatory nails,psoriasis
itching stomach pain burning micturition spotting urination,drug-reaction
chills vomiting high fever sweating headache nausea muscle pain,malaria
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
vomiting anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
skin rash joint pain skin peeling silver like dusting inflammatory nails,psoriasis
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
